time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554707057.792891,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.792896,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794828,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794843,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794865,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794869,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794875,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794878,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794884,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794887,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794894,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794896,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794902,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79491,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794916,6,707,98.245.98.121,192.168.1.80,443,40692
1554707057.794918,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79492,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794921,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794923,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794925,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794926,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794928,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79493,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794932,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794933,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794935,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794937,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794938,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79494,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794941,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794943,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794945,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794946,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794948,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79495,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794952,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794953,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794955,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794956,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794961,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794963,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794964,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794966,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794968,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794969,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794971,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794973,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794974,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794976,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794977,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794979,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794981,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794982,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.794984,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797062,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797081,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797086,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797092,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797096,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797101,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797105,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79711,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797113,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.797115,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799581,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799608,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799611,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799618,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799621,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799626,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799628,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799632,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799634,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799639,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799641,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799646,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799648,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79965,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799651,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799655,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799656,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799658,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799661,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799662,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799664,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799671,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799674,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799676,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799678,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799681,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799682,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799684,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799686,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799687,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799689,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799691,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799692,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799694,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799696,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799697,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799699,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.7997,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799702,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799703,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799705,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799706,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799708,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.79971,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799711,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799713,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799714,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799716,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799717,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799719,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799721,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799722,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799724,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.799725,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800308,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800331,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800337,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800348,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800353,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800363,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800368,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800377,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800383,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.800393,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803935,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803961,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803966,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803973,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.80398,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803991,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.803996,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.804002,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.804005,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.804008,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.804011,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809512,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.80953,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809556,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809559,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809566,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809569,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809576,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809578,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809584,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809587,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809592,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809594,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809601,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809604,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809607,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.80961,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809612,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809615,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809618,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.80962,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809623,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809626,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809628,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809631,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809634,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809637,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809639,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809643,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809646,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809649,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809651,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809654,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809657,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.80966,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809662,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809665,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809668,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809671,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809673,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809676,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809679,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809682,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809685,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809688,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809694,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809696,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809699,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809702,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809705,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809708,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809711,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809714,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.809718,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810279,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810309,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810322,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810336,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810342,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810355,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810362,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810374,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81038,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810392,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.810398,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818813,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818826,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818846,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818851,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818858,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81886,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818866,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818869,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818874,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818877,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818879,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818881,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818884,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818889,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81889,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818892,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818895,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818898,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.8189,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818902,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818904,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818905,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818907,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818909,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81891,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818912,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818914,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818917,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818919,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818921,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818926,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818927,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818929,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818931,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818932,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818934,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818936,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818937,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81894,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818941,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818943,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818945,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818947,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818948,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81895,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818951,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818953,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818955,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818956,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818958,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81896,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818962,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818963,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818965,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818967,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818968,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81897,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818972,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818973,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818975,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818977,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818978,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.81898,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.818981,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.822934,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823019,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823063,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82307,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823085,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823091,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823112,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823118,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82313,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823135,6,768,98.245.98.121,192.168.1.80,443,40692
1554707057.823146,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82315,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82316,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823164,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823175,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823181,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823191,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823196,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823206,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823214,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823227,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823231,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823241,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82325,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823254,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823259,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823263,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823266,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823269,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823273,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.823276,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82328,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824585,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824599,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824624,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824628,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824635,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824638,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824649,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824654,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824664,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824666,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824676,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824678,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824684,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82469,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824699,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824702,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824706,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824709,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824714,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824717,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824721,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824724,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824732,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824735,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824739,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824742,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824746,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824749,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824753,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824756,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824759,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.824762,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826422,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826432,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826455,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826458,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826466,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82647,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826484,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82649,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.8265,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826503,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826509,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826512,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826519,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826521,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826528,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826532,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826535,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826539,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826543,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826546,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82655,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826553,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826561,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826564,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826568,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826572,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826575,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826579,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826582,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826586,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.82659,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.826593,6,356,98.245.98.121,192.168.1.80,443,40692
1554707057.830531,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.83054,6,1396,98.245.98.121,192.168.1.80,443,40692
1554707057.830558,6,1396,98.245.98.121,192.168.1.80,443,40692
